name,age,overall,potential,position,pace,shooting,passing,dribbling,defending,physical,total_stats,value
D. Bain,27,71,73,CB,61,26,49,53,72,75,1541,€2M
G. Laborde,27,81,82,ST,77,80,76,78,40,82,2035,€30M
J. Nsame,28,78,78,ST,78,77,55,73,27,80,1809,€14.5M
B. Smith,27,67,68,LWB,78,49,60,65,62,66,1735,€1.1M
C. McGregor,28,77,77,CDM,78,73,74,78,70,75,2119,€9.5M
T. Boyd,26,69,70,RW,85,67,63,71,18,64,1734,€1.6M
A. Solari,29,73,73,RM,86,64,70,74,58,74,1981,€3M
D. Selke,26,71,73,ST,76,70,53,67,40,75,1765,€2.4M
Cifu,30,69,69,RB,79,54,58,67,64,75,1834,€1.2M
J. Tah,25,79,82,CB,67,29,55,59,80,81,1633,€20.5M
F. Mora,27,73,73,ST,78,73,55,71,27,67,1725,€3.3M
A. Miranchuk,25,78,80,CAM,75,70,76,80,31,62,1880,€17.5M
21 W. Barrios,26,79,81,CDM,73,38,66,68,79,84,1854,€0
I. Marcone,31,77,77,CDM,47,63,71,71,73,80,1942,€7.5M
A. Werner,25,70,76,GK,74,72,75,70,45,68,1186,€2M
L. Alario,28,78,78,ST,63,78,58,74,30,75,1820,€14.5M
R. Skov,25,75,78,LM,78,77,76,73,64,71,2108,€7.5M
M. Miazga,25,72,75,CB,51,26,47,58,73,77,1507,€2.8M
21 Burgui,26,73,73,LM,73,67,71,74,41,57,1778,€3.3M
Morales,33,81,81,ST,86,82,75,85,52,68,2118,€16.5M
G. Maripán,27,78,80,CB,34,42,58,51,79,80,1595,€15M
G. Escalante,28,77,78,CDM,66,67,72,72,75,75,2013,€10M
Simy,29,73,73,ST,59,76,45,61,29,78,1624,€3M
M. Valjent,25,75,80,CB,67,36,55,64,76,83,1764,€7.5M
H. Traoré,29,79,79,RB,85,54,71,75,73,77,2016,€15.5M
M. Aramu,26,72,73,CAM,74,63,70,74,52,60,1871,€2.8M
M. Zaccagni,26,77,80,CAM,78,71,75,80,60,68,1995,€14M
D. Gray,25,76,79,CAM,86,75,68,81,37,55,1818,€10M
D. Milošević,26,70,71,CAM,66,67,70,72,42,65,1799,€1.9M
O. Duda,26,75,76,CAM,65,73,72,79,53,64,1973,€6.5M
A. Ajeti,24,69,74,ST,71,69,55,68,29,70,1706,€2.1M
A. Cubas,25,75,79,CDM,69,52,68,73,74,59,1916,€7M
L. Gooch,25,66,68,CAM,81,61,62,68,51,71,1822,€1.1M
Jony,29,77,77,LM,82,69,77,78,52,64,1964,€10.5M
J. Sambia,24,75,80,RWB,75,69,72,73,71,70,2058,€8M
S. Lainer,28,80,80,RB,78,63,70,75,74,80,2019,€19M
A. Nübel,24,75,80,GK,75,65,71,85,48,76,1195,€7M
K. Toko Ekambi,28,78,78,LM,85,78,72,77,25,69,1912,€14M
Joan Jordán,26,80,81,CM,63,75,81,77,67,76,2062,€24.5M
M. Wolf,26,75,76,RM,84,70,70,75,67,77,2026,€6.5M
T. Antalyalı,26,73,76,CDM,64,63,69,67,68,75,1896,€3.6M
G. Ferrari,29,74,75,CB,53,28,42,50,76,80,1475,€3.9M
S. Mounié,26,74,75,ST,64,73,62,68,45,80,1850,€5M
N. Dekoke,25,62,65,CB,61,53,52,60,62,57,1605,€475K
K. Grant,23,73,78,ST,86,74,62,72,33,65,1822,€4.6M
M. Bola,23,70,75,LWB,75,35,54,65,67,71,1651,€2.2M
S. Mavididi,23,77,81,ST,89,74,68,76,28,69,1824,€15M
C. Willock,23,72,77,RM,83,66,62,75,29,55,1692,€3.5M
M. Niakhaté,25,76,79,CB,77,39,60,66,76,78,1767,€9M
R. Manning,25,72,76,LWB,67,60,68,70,68,68,1912,€3M
Aritz Elustondo,27,80,82,CB,67,39,61,61,80,78,1793,€22.5M
A. Lallana,33,75,75,CAM,67,70,78,79,62,56,1997,€3.5M
D. Godín,35,78,78,CB,55,48,63,61,78,77,1813,€3.7M
A. Rami,35,72,72,CB,46,48,53,58,71,77,1620,€625K
B. Bannan,31,73,73,CM,60,64,75,76,57,56,1954,€2.5M
K. Gibbs,31,71,71,LB,74,57,67,71,68,68,1909,€1.4M
M. Ritchie,31,74,74,LWB,65,73,75,76,66,69,2054,€3.1M
S. Johansen,30,72,72,CM,65,67,73,71,68,72,1986,€2.2M
21 D. N'Dinga,32,71,71,CDM,63,53,64,62,69,75,1823,€1.2M
V. Wanyama,30,75,75,CB,50,65,66,71,74,87,1970,€4.7M
Ramalho,28,72,74,CB,70,35,57,57,71,73,1690,€2.4M
C. Smalling,31,78,78,CB,64,47,58,60,79,79,1784,€9.5M
K. Glik,33,72,72,CB,36,32,45,53,72,78,1468,€1.1M
D. Aleksić,30,72,72,LM,68,73,73,74,46,73,1969,€2.3M
V. Pálsson,30,72,72,CB,78,56,59,60,74,82,1890,€2M
P. Groß,30,77,77,CM,50,74,81,76,58,72,2037,€10M
L. Hrádecký,31,83,83,GK,85,78,69,87,40,83,1197,€19M
J. Guðmundsson,30,75,75,RM,67,73,76,75,61,67,2028,€5.5M
C. Wood,29,78,78,ST,62,78,60,70,40,81,1898,€14M
J. Steer,28,72,72,GK,73,70,70,72,51,70,1182,€1.7M
C. Trimmel,34,77,77,RWB,72,65,73,68,74,80,2006,€3.9M
J. Obi,30,71,71,CB,82,67,68,73,74,75,2064,€1.8M
I. Gueye,31,82,82,CDM,70,66,72,78,83,77,2105,€21.5M
Villalibre,23,73,80,ST,74,72,55,68,39,80,1800,€6M
Portillo,31,72,72,RM,65,69,74,73,55,62,1928,€1.9M
A. Forshaw,29,73,73,CM,64,61,73,74,65,66,1908,€3M
21 N. Tomović,32,70,70,CB,56,38,59,64,70,73,1703,€1M
Laguardia,31,78,78,CB,50,46,55,52,80,78,1683,€9.5M
Y. Nagatomo,34,72,72,LB,69,48,64,68,71,64,1847,€850K
S. Verdi,28,75,75,LW,80,73,75,80,44,50,1952,€6M
S. Coates,30,83,83,CB,68,49,55,63,84,88,1813,€30M
G. Imbula,28,68,68,CAM,69,59,69,74,58,61,1784,€1.2M
F. Lejeune,30,77,77,CB,45,57,61,66,78,75,1808,€8.5M
P. Arajuuri,33,68,68,CB,33,35,44,43,66,80,1411,€0
B. Martins Indi,29,72,72,CB,44,42,55,57,73,77,1612,€2M
Nolito,34,76,76,CAM,64,76,77,77,45,62,1943,€3.5M
F. Acerbi,33,83,83,CB,63,50,62,64,86,83,1879,€17.5M
Allan,30,82,82,CDM,71,69,76,80,79,79,2108,€25.5M
Cristian Tello,29,79,79,LM,89,75,74,80,48,62,1998,€17M
J. Oblak,28,91,93,GK,87,92,78,90,50,90,1413,€112M
T. Ince,29,68,68,RM,77,65,65,72,34,50,1702,€1.2M
Y. Konoplyanka,31,74,74,LM,75,72,68,78,32,66,1861,€3.5M
Nacho Fernández,31,81,81,CB,78,37,66,69,81,80,1878,€17.5M
J. Clarke-Harris,26,71,71,ST,77,72,54,65,27,78,1736,€2.1M
A. Mandi,29,80,80,CB,66,46,73,70,81,74,1962,€17.5M
J. Murillo,29,77,78,CB,73,40,59,64,77,78,1827,€9.5M
L. Kurzawa,28,75,75,LB,74,65,72,76,72,70,2024,€5M
Y. Qasmi,30,68,68,ST,59,68,48,64,30,70,1628,€1.2M
S. Sané,30,76,76,CB,52,49,64,63,76,79,1761,€6M
Felipe Anderson,28,79,79,RW,85,75,77,83,55,61,1999,€17.5M
J. Geis,27,71,71,CDM,54,64,77,64,69,70,2004,€1.8M
J. Roussillon,28,77,77,LB,87,65,72,78,72,73,2060,€9.5M
G. Caprari,27,76,76,RW,84,71,73,82,20,49,1768,€8M
Thiago Galhardo,31,70,70,ST,64,74,47,67,24,51,1506,€1.3M
20 T. Vilhena,24,78,82,CM,75,73,76,78,70,79,2139,€0
K. Lala,29,75,75,RB,77,62,73,72,72,73,2018,€4.9M
S. Berahino,27,67,67,CAM,67,67,65,67,27,62,1676,€1.1M
P. Bauer,28,72,73,CB,32,45,53,46,74,75,1568,€2.2M
R. Ruidíaz,30,79,79,ST,84,80,66,78,32,67,1948,€17M
F. Thauvin,28,79,79,RM,79,76,76,80,41,69,2028,€17.5M
15 J. Buaillon,21,59,64,LB,64,42,58,57,58,64,1641,€100K
20 E. Belözoğlu,38,77,77,CM,44,71,83,77,62,66,2017,€2.2M
20 G. Barry,38,70,70,CDM,31,63,72,66,72,63,1833,€275K
15 M. Bresciano,34,70,70,CAM,56,65,69,70,39,52,1700,€0
20 David Villa,37,79,79,CF,65,81,73,80,34,67,1951,€3.7M
21 W. Morgan,36,71,71,CB,30,34,41,50,73,71,1357,€325K
19 J. Walters,34,71,71,ST,54,72,69,69,53,69,1876,€1.2M
13 J. Castro,31,61,61,RWB,76,41,55,66,60,50,1638,€80K
20 V. Kompany,33,82,82,CB,50,53,68,63,83,78,1849,€10.5M
G. Ochoa,35,80,80,GK,81,73,70,80,50,82,1275,€2.3M
A. Turan,34,71,71,CAM,46,71,75,76,64,60,1953,€875K
L. Podolski,36,71,71,ST,51,77,73,72,36,67,1866,€600K
20 A. Song,31,70,70,CDM,64,55,66,67,69,67,1829,€1.3M
B. Foster,38,78,78,GK,78,77,73,78,46,78,1260,€1.6M
19 S. Boyd,32,62,62,CB,42,41,51,47,61,70,1441,€170K
21 A. Valencia,34,78,78,RB,75,66,72,77,75,79,2077,€5M
H. Lloris,34,87,87,GK,88,83,65,88,61,84,1361,€13.5M
21 Miranda,35,80,80,CB,65,49,66,69,81,77,1881,€5.5M
20 E. Garay,32,83,83,CB,43,60,68,61,82,81,1911,€16.5M
Raúl García,34,80,80,CM,41,82,81,78,65,83,2165,€10.5M
Ó. Trejo,33,76,76,CAM,71,73,75,79,69,77,2128,€4.7M
K. Gameiro,34,76,76,ST,80,76,73,75,41,67,1969,€3.6M
N. Dirar,35,70,70,RB,71,65,68,71,66,75,1944,€500K
É. Banega,33,82,82,CDM,62,75,84,82,76,71,2159,€15M
A. Lallana,33,75,75,CAM,67,70,78,79,62,56,1997,€3.5M
D. Godín,35,78,78,CB,55,48,63,61,78,77,1813,€3.7M
S. Thomas,22,69,77,RM,86,60,65,69,42,62,1726,€3.1M
Eom Ji Sung,19,60,79,CAM,72,58,54,63,32,57,1548,€625K
C. Sandra,17,63,82,CAM,70,61,61,66,34,60,1658,€1.2M
C. Wooh,19,66,80,CB,73,38,51,59,64,74,1581,€1.9M
N. John,18,61,80,CAM,62,56,58,66,39,52,1576,€825K
J. Brown,22,63,69,CB,77,36,48,53,62,70,1568,€725K
I. Ndiaye,21,65,75,CAM,71,58,60,68,28,51,1540,€1.6M
N. Lonwijk,18,59,78,CB,63,32,33,39,61,57,1348,€550K
D. Affengruber,20,65,77,CB,73,41,50,53,65,68,1617,€1.6M
K. Kesler Hayden,18,62,76,RWB,78,43,55,61,56,54,1544,€875K
M. Sankoh,17,62,81,ST,75,62,48,62,22,52,1463,€1M
J. Gorter,21,69,82,GK,70,65,64,68,50,71,1270,€3M
F. Ezeh,23,68,72,ST,91,65,57,72,36,65,1762,€1.8M
M. Amedick,19,58,73,CB,64,32,49,52,58,63,1458,€450K
Vinicius Souza,22,64,71,CDM,65,39,57,60,58,75,1585,€1.1M
S. Andreou,18,66,78,CB,72,30,50,56,65,72,1560,€1.9M
Tomás Händel,20,66,81,CM,71,50,64,71,61,60,1772,€1.9M
T. Onyango,18,60,81,CM,59,46,59,56,53,65,1575,€775K
F. Stevanović,18,64,82,CAM,75,62,59,68,35,53,1656,€1.5M
W. Swedberg,17,59,78,CAM,69,58,55,65,47,57,1635,€550K
T. Baldé,19,64,75,RB,73,36,54,61,61,60,1596,€1.2M
V. Barco,16,63,83,LB,64,32,54,64,58,51,1542,€1.3M
E. Gebreyesus,17,61,82,RM,73,59,52,65,27,48,1462,€1M
E. Utkus,21,66,79,CB,61,35,56,55,67,71,1573,€2M
T. Gardner-Hickman,19,64,78,RWB,75,52,56,61,56,58,1673,€1.3M
Léo Chú,21,65,76,RW,74,68,58,68,30,52,1594,€1.6M
S. Mannsverk,19,66,79,CM,66,56,63,66,62,67,1758,€1.9M
Alberto Moreno,19,63,80,CAM,68,59,63,67,52,54,1711,€1.2M
K. N'Mai,17,54,75,RM,85,47,48,59,27,41,1424,€350K
Alan Godoy,18,62,79,ST,76,60,48,66,31,49,1526,€1M
Yayo,16,61,79,CAM,65,56,58,60,57,50,1644,€825K
F. Alidou,19,63,75,RM,84,57,55,66,27,54,1503,€1.1M
Gabri Martínez,18,65,80,RM,74,60,60,66,30,53,1567,€1.7M
L. Gechter,17,61,81,CB,61,33,38,40,64,64,1405,€850K
G. Mina,17,58,78,CB,65,29,48,47,59,61,1427,€525K
V. Zagaritis,20,63,77,LB,74,42,49,59,59,58,1586,€1.1M
R. Devine,19,62,79,LWB,72,40,55,61,60,63,1606,€1M
R. Fulgencio,21,68,78,RM,85,54,63,69,52,60,1775,€2.7M
H. Boudaoui,21,75,82,CAM,74,65,71,79,72,72,2014,€11.5M
S. Booth,20,51,61,GK,51,50,48,52,23,48,768,€110K
E. Dasa,28,73,73,RWB,80,54,66,69,66,73,1893,€2.8M
A. Canobbio,22,71,76,RM,80,61,65,72,45,61,1758,€2.9M
Tomás Ribeiro,22,71,84,CB,67,34,49,50,71,74,1591,€4.3M
J. Cain,19,60,75,CAM,66,57,59,61,48,46,1616,€575K
S. McClelland,19,56,73,CB,51,32,36,40,57,60,1284,€350K
B. Białek,19,68,81,ST,67,67,46,64,35,72,1617,€2.9M
A. Beka Beka,20,66,80,RM,76,49,61,66,63,62,1726,€1.9M
R. Huaccha,27,63,63,ST,68,61,51,62,31,65,1617,€525K
P. Wimmer,20,70,82,RM,85,58,62,74,44,72,1796,€3.8M
21 M. Arezo,17,66,80,ST,69,66,51,67,32,63,1658,€2M
E. Colley,21,67,76,ST,80,65,51,69,21,51,1524,€2.3M
J. Cifuentes,22,70,77,CM,66,56,64,72,66,75,1848,€3M
R. Araki,19,68,77,CAM,83,61,62,71,22,47,1591,€2.6M
J. Doig,19,66,79,LB,72,56,59,63,63,70,1777,€1.9M
Samú Costa,20,71,82,CDM,65,63,64,67,68,72,1839,€3.9M
M. Toure,17,59,77,ST,88,55,50,61,30,69,1571,€575K
Pacheco,20,66,82,CB,53,22,45,44,66,65,1395,€2.1M
S. Rodríguez,21,70,81,CAM,77,62,65,74,37,48,1674,€3.6M
Ž. Laci,18,68,81,CB,67,26,46,47,70,71,1476,€2.6M
M. Nuñez,21,65,79,CAM,65,56,66,67,57,59,1725,€1.8M
M. Caicedo,19,64,78,CAM,72,56,60,61,56,60,1654,€1.4M
Ö. Beyaz,17,63,81,CAM,61,53,66,66,47,44,1621,€1.2M
J. Garrett,18,61,78,CDM,70,39,54,57,60,63,1580,€800K
C. Alcaraz,18,68,82,CAM,82,64,62,74,46,58,1807,€2.8M
B. Chrisene,17,53,78,LM,69,42,53,59,44,52,1472,€275K
C. Puertas,22,71,78,CM,77,66,69,71,68,77,1965,€3.8M
S. Nanasi,19,60,76,CAM,70,56,53,66,29,56,1512,€625K
A. Carboni,20,69,79,CB,56,28,54,61,71,64,1545,€2.9M
D. Borkowski,19,65,78,ST,71,64,46,66,29,61,1547,€1.7M
D. Abiama,22,68,76,ST,82,67,43,67,23,62,1556,€2.7M
R. Colwill,19,63,77,CAM,73,61,57,63,39,64,1621,€1.1M
A. Ndao,24,73,78,RM,82,65,67,74,31,47,1678,€4.6M
M. Trmal,22,71,81,GK,70,70,58,74,22,69,941,€3.6M
J. Adamu,20,67,78,ST,83,66,49,67,21,65,1659,€2.3M
P. Pokorný,19,66,79,CDM,65,40,60,61,62,72,1671,€1.9M
Vanderson,22,64,73,ST,78,63,58,68,27,64,1693,€1.3M
21 O. Rekik,18,63,82,CB,68,35,38,45,64,64,1483,€1.1M
R. Edwards,18,63,77,CB,65,30,45,56,63,63,1457,€1M
J. Oosterwolde,20,66,79,LB,91,37,56,59,60,73,1672,€2M
C. Matsima,19,69,81,CB,55,34,48,55,69,71,1491,€3.1M
Quintana,19,65,78,CDM,63,50,60,61,64,65,1664,€1.6M
V. Daley-Campbell,20,60,73,RWB,69,40,50,55,55,69,1556,€575K
Caio Alexandre,22,69,75,CM,68,61,66,72,64,63,1849,€2.2M
A. Barry,21,64,72,CB,72,25,31,45,65,69,1399,€1.2M
C. Chukwuemeka,19,57,74,ST,84,54,47,59,17,61,1429,€425K
S. Tovide,17,56,76,ST,79,55,44,59,19,58,1422,€400K
L. Borges,19,60,75,RB,77,39,46,59,57,62,1526,€550K
V. Korniienko,22,71,82,LB,75,43,71,70,65,76,1868,€4M
Tiago Morais,17,65,81,CAM,77,65,58,71,24,47,1660,€1.8M
T. Suengchitthawon,21,60,71,RM,64,54,59,66,40,45,1599,€550K
J. Ideho,17,62,79,RM,82,52,56,65,34,48,1523,€1M
J. Portillo,21,70,78,CB,77,56,59,68,69,77,1861,€3.3M
D. Pérez,19,66,78,ST,69,67,40,64,27,70,1562,€2M
A. Duarte,21,70,80,CB,68,37,47,54,73,68,1586,€3.3M
O. Heil,20,62,70,RM,83,54,55,67,50,53,1623,€875K
E. Destanoğlu,20,73,81,GK,72,74,68,73,32,72,959,€6M
F. Colidio,21,66,75,CAM,68,67,63,70,25,41,1623,€1.9M
Miguel Morro,20,65,79,GK,64,66,62,66,47,61,999,€1.5M
G. Rutter,19,68,80,ST,77,66,54,69,23,59,1602,€2.9M
Álex Blanco,22,70,78,LM,78,63,66,71,37,52,1666,€3.6M
H. Clarke,20,61,77,CB,63,48,49,51,60,70,1568,€800K
S. Bajic,19,65,79,GK,65,64,59,66,25,63,920,€1.5M
H. White,19,62,79,LM,68,62,66,64,58,56,1796,€975K
J. Bowden,19,61,76,CM,63,52,61,61,60,58,1679,€775K
A. Gomez Mancini,20,60,72,CM,62,54,60,61,57,59,1679,€600K
K. Askildsen,20,63,75,CM,64,52,61,64,59,62,1681,€1.2M
K. Ramsay,20,62,76,RWB,74,33,46,59,59,63,1539,€925K
Iñaki Peña,22,68,79,GK,67,65,68,70,35,66,1030,€2.3M
Roberto López,21,70,80,CAM,60,70,71,71,16,57,1622,€3.6M
Y. Soma,24,70,74,RM,87,62,65,70,53,63,1878,€2.3M
L. Dajaku,20,66,78,CAM,77,64,56,69,22,56,1617,€2.1M
E. Aguirre,22,70,79,ST,82,68,58,71,31,66,1722,€3.6M
S. Koita,21,73,82,ST,91,74,62,76,35,72,1923,€7M
A. Pieper,23,75,79,CB,68,32,53,55,78,74,1626,€7M
20 Y. Mahdy,21,55,66,ST,67,53,44,57,19,55,1364,€140K
B. Kouyaté,24,73,79,CB,62,37,50,58,73,77,1627,€4.4M
Júnior Brumado,22,69,77,ST,76,66,53,70,29,80,1695,€3.2M
M. Mbow,21,59,70,CB,61,29,34,38,58,66,1306,€475K
A. Buksa,18,61,80,ST,72,60,47,59,23,55,1460,€825K
G. Avila,19,68,82,CB,69,28,41,50,69,72,1505,€2.7M
F. Amaya,20,65,74,CDM,72,54,60,66,64,64,1781,€1.6M
D. Politic,21,62,74,CAM,80,58,56,64,30,60,1596,€975K
J. Araujo,19,70,80,RWB,80,33,60,69,65,67,1703,€3.3M
K. John,20,64,76,RB,70,43,54,64,61,58,1636,€1.3M
A. Mățan,21,69,75,RM,90,57,63,74,35,53,1726,€2.2M
G. Slonina,17,63,79,GK,64,60,57,63,41,63,1006,€1.1M
B. Cabango,21,72,82,CB,65,28,42,48,72,74,1482,€4.9M
Sergio Camello,20,67,80,ST,70,68,53,67,24,50,1586,€2.5M
B. Ojeda,21,68,80,CDM,73,54,64,69,66,70,1837,€3M
A. Trubin,19,72,78,GK,66,72,67,77,36,71,1093,€2.9M
M. Svoboda,22,66,74,CB,58,41,53,58,65,77,1530,€1.8M
A. Stiller,20,69,79,CM,64,54,72,68,63,64,1824,€2.9M
E. Simms,20,65,78,ST,74,65,52,63,25,68,1623,€1.7M
K. Arnstad,17,61,79,CAM,71,46,64,67,43,47,1625,€825K
M. Klimowicz,20,69,79,CAM,74,58,64,76,31,47,1676,€3.1M
S. Weissman,25,77,81,ST,77,78,65,71,32,70,1864,€15M
F. Kunze,23,70,76,CB,66,38,55,58,73,74,1623,€2.3M
R. Tierney,20,60,75,RM,74,55,56,60,54,63,1675,€600K
Joel López,19,60,78,LB,71,36,43,58,56,58,1491,€600K
David Carmo,21,73,83,CB,38,28,44,44,75,79,1404,€6.5M
F. Greilinger,20,63,78,LM,79,47,54,66,37,55,1532,€1.2M
Paulinho,26,73,75,LB,86,65,68,72,66,69,1948,€3.5M
H. Mbock,21,67,76,CM,63,58,63,69,61,69,1767,€2.2M
K. Piątkowski,21,71,79,CB,81,47,64,66,69,82,1853,€3.9M
Marcos André,24,75,80,ST,76,78,59,72,38,73,1815,€8.5M
A. Ait El Hadj,19,69,83,RM,73,58,68,76,44,63,1799,€3.3M
Eduardo Quaresma,19,71,83,CB,58,31,47,57,72,66,1509,€4.2M
I. Jakobs,21,71,80,LM,86,58,58,73,61,69,1772,€4.2M
Manu Sánchez,20,74,83,LB,75,44,62,68,71,62,1737,€9M
K. Sardella,19,67,80,RWB,74,37,65,72,60,57,1698,€2.3M
I. Ndiaye,22,70,79,LM,91,64,63,75,57,61,1875,€3.6M
S. Marković,21,68,80,CB,72,45,54,58,69,69,1680,€2.8M
S. Alexandropoulos,19,69,82,CDM,76,60,61,67,66,69,1805,€3.1M
Fer Niño,20,73,83,ST,67,74,59,68,35,69,1744,€6.5M
Ismael Casas,20,69,80,RWB,83,37,62,66,62,67,1745,€2.9M
J. Hayes,26,64,68,CM,69,45,62,67,58,66,1720,€725K
Nouhou,24,68,74,CB,83,37,58,66,65,84,1773,€1.7M
M. Djenepo,23,74,80,CAM,82,68,66,80,36,65,1871,€6.5M
K. Danso,22,74,80,CB,80,32,49,57,73,77,1646,€6M
A. Guðmundsson,24,72,78,CAM,79,66,68,78,34,67,1804,€3.7M
N. Trott,22,64,74,GK,64,63,66,68,37,62,1035,€1.1M
T. Uwakwe,21,63,74,LWB,74,52,55,57,57,62,1661,€1M
A. Sigurðsson,22,71,80,CF,76,68,67,73,41,62,1763,€4.2M
I. Chair,23,71,77,CAM,75,65,68,73,31,48,1693,€3M
M. Johnston,22,69,80,CAM,86,65,63,72,29,47,1707,€3.1M
M. Blažič,28,73,75,CB,61,34,54,46,75,71,1573,€3.1M
B. Özer,21,68,78,GK,66,70,69,73,24,63,1057,€2.3M
L. Ndenbe,21,66,73,LWB,76,30,58,66,61,69,1669,€1.6M
S. Dembélé,24,69,74,RM,87,67,62,73,32,56,1735,€2.1M
S. Żurkowski,23,71,78,CDM,81,63,67,70,69,80,1966,€3.7M
L. Watkowiak,25,62,67,GK,59,59,57,66,21,63,882,€475K
B. Toma,22,69,78,CAM,67,63,66,72,63,69,1890,€3.1M
T. Tillman,22,65,73,CAM,70,51,64,72,35,62,1623,€1.6M
I. Kanu,21,61,71,ST,79,60,53,64,53,62,1689,€700K
M. Nzola,24,73,75,ST,86,70,59,68,29,75,1767,€4M
I. Boonen,22,65,72,CAM,69,65,62,67,44,58,1727,€1.5M
Carles Pérez,23,75,80,CAM,81,73,66,79,36,62,1828,€8.5M
Y. Çetin,24,71,79,CB,59,42,54,59,72,71,1624,€3.9M
E. Sabbi,23,69,76,RW,91,62,56,75,38,60,1773,€2.8M
O. Moruțan,22,72,80,CAM,75,71,70,77,46,61,1882,€5.5M
Y. Sarı,22,71,78,RW,80,65,64,77,32,39,1718,€3.8M
M. Bird,20,70,78,CDM,68,55,67,68,66,62,1785,€3.3M
J. Wind,22,72,78,CAM,70,70,68,72,35,77,1846,€3.8M
M. Sarkaria,24,70,73,LM,82,64,65,72,34,67,1781,€2.2M
D. Martínez,23,74,81,CB,77,51,68,66,73,80,1937,€8M
M. Sagnan,22,72,81,CB,64,32,56,56,73,70,1582,€4.9M
Martín,25,75,80,RB,66,35,63,69,74,65,1718,€7.5M
R. Hoffmann,22,67,77,GK,66,64,66,71,25,66,935,€2M
N. Atkinson,22,67,75,RM,78,54,61,68,62,77,1860,€2.2M
A. Harroui,23,73,80,CAM,74,68,70,75,67,76,1977,€5.5M
F. Amuzu,21,71,78,RM,89,63,65,74,33,59,1818,€3.8M
J. Medina,24,70,76,CAM,71,67,70,68,34,55,1760,€2.5M
H. Morita,26,73,76,CM,67,60,71,74,69,70,1863,€3.6M
M. Dauda,23,67,72,ST,85,65,55,70,23,60,1687,€1.6M
J. Cacciabue,23,70,80,CM,67,56,66,70,67,64,1828,€3.3M
A. Traoré,20,61,73,CAM,74,58,57,62,52,70,1672,€800K
C. Klarer,21,67,76,CB,56,33,47,47,68,68,1453,€2.1M
M. Frendrup,20,71,80,CDM,78,52,63,71,67,75,1845,€3.9M
B. Reynolds,20,66,76,RWB,70,47,59,60,62,63,1648,€1.8M
21 M. Kovář,20,63,76,GK,62,61,65,62,29,62,995,€1M
N. Baumann,25,72,77,GK,76,72,66,73,28,71,1049,€2.7M
Alberto Soro,22,71,81,CAM,78,63,69,71,44,61,1793,€4.2M
A. Benedyczak,20,65,79,ST,78,60,47,59,32,74,1571,€1.7M
L. Perrin,22,71,75,CB,47,35,51,56,73,69,1538,€2.5M
A. El Kaabi,28,69,69,ST,71,68,56,66,33,67,1726,€1.4M
F. Benković,23,71,76,CB,63,44,55,56,70,80,1655,€2.6M
D. Perić,26,70,71,CB,64,33,44,62,68,79,1520,€1.6M
R. Stewart,24,67,71,ST,74,66,56,62,26,73,1646,€1.5M
Gonzalo Villar,23,74,81,CM,59,57,74,77,69,70,1919,€8.5M
T. Perry,19,61,78,CAM,71,56,57,64,49,57,1654,€850K
N. Aguerd,25,77,80,CB,71,47,62,64,78,77,1852,€12.5M
J. Keita,22,67,72,LW,92,62,53,73,32,44,1655,€1.6M
Y. Benrahou,22,73,82,CAM,73,67,73,78,41,54,1853,€7M
C. Gomes,20,65,78,CDM,64,55,61,64,64,62,1740,€1.6M
J. López,21,65,74,CAM,72,49,63,71,60,68,1772,€1.6M
João Carvalho,24,70,76,CAM,71,66,71,75,33,47,1761,€2.5M
K. Edwards,23,67,73,RM,80,56,63,72,37,56,1708,€1.6M
G. Diangana,23,72,79,LM,83,62,66,75,27,57,1665,€4.7M
A. Evans,22,61,70,CAM,67,53,59,63,40,61,1615,€725K
J. Horn,24,72,76,LB,78,35,59,67,68,68,1698,€3.1M
F. Aursnes,25,73,77,CM,74,65,72,73,68,72,2013,€3.8M
Toni Lato,23,73,79,LB,77,56,71,71,68,61,1889,€4.5M
S. Moore,24,72,76,RB,87,60,62,70,62,74,1889,€3.1M
Joaquín,25,75,82,CB,65,48,61,59,75,78,1776,€10M
L. Owusu,24,66,71,RB,82,55,60,65,58,69,1785,€1.2M
Isi,26,76,76,RM,86,74,73,77,39,65,1950,€8M
Y. Ideguchi,24,69,72,CM,71,61,67,65,63,73,1859,€1.9M
S. Singh,22,68,77,CAM,75,65,68,70,48,57,1821,€2.7M
F. Mac Allister,25,69,74,CM,68,47,66,70,66,64,1784,€1.9M
K. Itakura,24,74,80,CB,77,32,53,65,76,76,1714,€6M
A. Murić,22,68,78,GK,70,65,75,71,45,67,1158,€2.3M
M. Turner,27,77,78,GK,76,74,66,77,38,79,1182,€9M
R. Gumny,23,71,79,RWB,81,37,60,69,67,66,1726,€4M
R. McGree,22,70,77,CAM,79,69,68,74,62,73,1979,€3.2M
A. Ndiaye,24,76,79,RM,92,71,67,79,46,67,1928,€10M
J. Sørensen,23,70,76,LB,67,55,61,66,68,76,1838,€2.4M
D. Kutesa,23,68,74,RM,88,58,59,72,38,62,1678,€1.9M
S. Field,23,67,75,CM,59,54,65,65,64,65,1749,€2.3M
S. Villa,25,75,78,RM,94,68,64,78,32,64,1792,€7.5M
H. Onyekuru,24,75,80,RM,92,71,65,80,34,54,1854,€8.5M
J. Hove,20,67,80,CAM,71,64,65,69,59,68,1855,€2.5M
